task_id,employee_id,skill_match,experience_level,current_workload,performance_score,difficulty_level,deadline_hours,priority,completion_time
0,47,0,1,24,0.97,1,56,1,8.75
0,48,0,1,12,0.63,1,56,1,8.92
0,49,0,2,3,0.65,1,56,1,5.3
1,0,0,4,29,0.59,3,2,2,10.96
1,1,0,5,21,0.58,3,2,2,8.83
1,2,0,3,23,0.53,3,2,2,12.55
1,3,0,5,36,0.57,3,2,2,10.6
1,4,1,3,22,0.53,3,2,2,12.64
1,5,0,4,30,0.61,3,2,2,9.75
1,6,1,4,21,0.81,3,2,2,8.5
1,7,0,2,22,0.5,3,2,2,17.08
1,8,0,1,27,0.81,3,2,2,20.3
1,9,0,2,28,0.99,3,2,2,10.84
1,10,1,3,3,0.93,3,2,2,6.16
1,11,0,5,9,0.53,3,2,2,7.93
1,12,0,4,25,0.98,3,2,2,7.41
1,13,0,2,9,0.51,3,2,2,15.39
1,14,0,2,20,0.62,3,2,2,14.8
1,15,0,4,7,0.8,3,2,2,6.67
1,16,0,3,14,0.7,3,2,2,9.86
1,17,1,2,4,0.66,3,2,2,11.85
1,18,1,2,4,0.59,3,2,2,12.99
1,19,0,2,26,0.72,3,2,2,13.38
1,20,0,2,36,0.8,3,2,2,13.68
1,21,0,4,21,0.69,3,2,2,8.62
1,22,0,2,24,0.68,3,2,2,14.64
1,23,0,4,29,0.9,3,2,2,8.58
1,24,1,1,25,0.99,3,2,2,17.9
1,25,1,1,8,0.5,3,2,2,27.21
1,26,0,3,17,0.86,3,2,2,9.28
1,27,1,3,33,0.8,3,2,2,10.4
1,28,0,2,39,0.83,3,2,2,13.02
1,29,0,4,7,0.93,3,2,2,5.2
1,30,0,4,34,0.55,3,2,2,10.71
1,31,0,5,35,0.8,3,2,2,8.31
1,32,0,3,35,0.74,3,2,2,10.76
1,33,0,5,14,0.92,3,2,2,5.26
1,34,0,5,26,0.62,3,2,2,9.27
1,35,0,3,9,0.86,3,2,2,8.32
1,36,0,2,13,0.6,3,2,2,14.74
1,37,0,1,32,0.85,3,2,2,20.03
1,38,0,5,23,0.8,3,2,2,7.56
1,39,1,3,29,0.61,3,2,2,11.76
1,40,0,3,22,0.94,3,2,2,8.3
1,41,1,2,6,0.73,3,2,2,11.19
1,42,0,4,20,0.95,3,2,2,7.84
1,43,0,3,28,0.68,3,2,2,10.69
1,44,0,1,1,0.61,3,2,2,21.95
1,45,1,1,13,0.93,3,2,2,17.56
1,46,0,3,9,0.74,3,2,2,8.97
1,47,0,1,24,0.97,3,2,2,17.81
1,48,0,1,12,0.63,3,2,2,23.04
1,49,1,2,3,0.65,3,2,2,12.71
2,0,1,4,29,0.59,4,54,3,12.7
2,1,0,5,21,0.58,4,54,3,10.32
2,2,0,3,23,0.53,4,54,3,15.82
2,3,0,5,36,0.57,4,54,3,10.92
2,4,0,3,22,0.53,4,54,3,14.67
2,5,0,4,30,0.61,4,54,3,11.91
2,6,0,4,21,0.81,4,54,3,8.87
2,7,0,2,22,0.5,4,54,3,21.62
2,8,0,1,27,0.81,4,54,3,26.15
2,9,0,2,28,0.99,4,54,3,13.99
2,10,0,3,3,0.93,4,54,3,8.12
2,11,1,5,9,0.53,4,54,3,8.96
2,12,1,4,25,0.98,4,54,3,8.87
2,13,0,2,9,0.51,4,54,3,19.63
2,14,1,2,20,0.62,4,54,3,18.47
2,15,0,4,7,0.8,4,54,3,8.43
2,16,0,3,14,0.7,4,54,3,11.63
2,17,0,2,4,0.66,4,54,3,16.35
2,18,0,2,4,0.59,4,54,3,17.12
2,19,0,2,26,0.72,4,54,3,16.32
2,20,0,2,36,0.8,4,54,3,17.08
2,21,1,4,21,0.69,4,54,3,10.55
2,22,0,2,24,0.68,4,54,3,17.41
2,23,0,4,29,0.9,4,54,3,10.0
2,24,0,1,25,0.99,4,54,3,22.19
2,25,0,1,8,0.5,4,54,3,35.73
2,26,0,3,17,0.86,4,54,3,10.92
2,27,0,3,33,0.8,4,54,3,12.94
2,28,0,2,39,0.83,4,54,3,16.66
2,29,0,4,7,0.93,4,54,3,7.51
2,30,1,4,34,0.55,4,54,3,12.9
2,31,0,5,35,0.8,4,54,3,9.6
2,32,0,3,35,0.74,4,54,3,13.18
2,33,0,5,14,0.92,4,54,3,7.42
2,34,1,5,26,0.62,4,54,3,10.34
2,35,0,3,9,0.86,4,54,3,10.32
2,36,0,2,13,0.6,4,54,3,17.72
2,37,1,1,32,0.85,4,54,3,25.22
2,38,1,5,23,0.8,4,54,3,7.84
2,39,0,3,29,0.61,4,54,3,13.82
2,40,0,3,22,0.94,4,54,3,10.74
2,41,0,2,6,0.73,4,54,3,15.26
2,42,1,4,20,0.95,4,54,3,8.09
2,43,1,3,28,0.68,4,54,3,13.9
2,44,0,1,1,0.61,4,54,3,29.0
2,45,0,1,13,0.93,4,54,3,22.55
2,46,0,3,9,0.74,4,54,3,10.24
2,47,0,1,24,0.97,4,54,3,23.03
2,48,0,1,12,0.63,4,54,3,30.41
2,49,0,2,3,0.65,4,54,3,16.43
3,0,0,4,29,0.59,5,1,3,14.1
3,1,1,5,21,0.58,5,1,3,11.44
3,2,0,3,23,0.53,5,1,3,18.36
3,3,0,5,36,0.57,5,1,3,13.07
3,4,0,3,22,0.53,5,1,3,17.98
3,5,1,4,30,0.61,5,1,3,13.87
3,6,0,4,21,0.81,5,1,3,10.13
3,7,0,2,22,0.5,5,1,3,26.75
3,8,0,1,27,0.81,5,1,3,31.3
3,9,1,2,28,0.99,5,1,3,15.44
3,10,0,3,3,0.93,5,1,3,10.71
3,11,0,5,9,0.53,5,1,3,10.93
3,12,0,4,25,0.98,5,1,3,10.41
3,13,0,2,9,0.51,5,1,3,24.24
3,14,0,2,20,0.62,5,1,3,21.87
3,15,1,4,7,0.8,5,1,3,8.93
3,16,0,3,14,0.7,5,1,3,13.57
3,17,0,2,4,0.66,5,1,3,18.79
3,18,0,2,4,0.59,5,1,3,21.39
3,19,0,2,26,0.72,5,1,3,20.02
3,20,0,2,36,0.8,5,1,3,19.17
3,21,0,4,21,0.69,5,1,3,11.64
3,22,0,2,24,0.68,5,1,3,20.47
3,23,1,4,29,0.9,5,1,3,11.53
3,24,0,1,25,0.99,5,1,3,27.17
3,25,0,1,8,0.5,5,1,3,43.46
3,26,1,3,17,0.86,5,1,3,11.73
3,27,0,3,33,0.8,5,1,3,14.09
3,28,1,2,39,0.83,5,1,3,19.35
3,29,0,4,7,0.93,5,1,3,8.45
3,30,0,4,34,0.55,5,1,3,15.75
3,31,0,5,35,0.8,5,1,3,11.5
3,32,0,3,35,0.74,5,1,3,16.26
3,33,0,5,14,0.92,5,1,3,8.04
3,34,0,5,26,0.62,5,1,3,12.38
3,35,0,3,9,0.86,5,1,3,12.12
3,36,1,2,13,0.6,5,1,3,21.04
3,37,0,1,32,0.85,5,1,3,30.24
3,38,0,5,23,0.8,5,1,3,9.25
3,39,0,3,29,0.61,5,1,3,16.59
3,40,1,3,22,0.94,5,1,3,12.72
3,41,0,2,6,0.73,5,1,3,17.65
3,42,0,4,20,0.95,5,1,3,9.37
3,43,0,3,28,0.68,5,1,3,16.19
3,44,0,1,1,0.61,5,1,3,36.29
3,45,0,1,13,0.93,5,1,3,27.43
3,46,0,3,9,0.74,5,1,3,12.44
3,47,1,1,24,0.97,5,1,3,26.27
3,48,1,1,12,0.63,5,1,3,36.16
3,49,0,2,3,0.65,5,1,3,19.83
4,0,0,4,29,0.59,2,53,2,8.4
4,1,0,5,21,0.58,2,53,2,6.1
4,2,1,3,23,0.53,2,53,2,9.22
4,3,0,5,36,0.57,2,53,2,7.86
4,4,0,3,22,0.53,2,53,2,8.68
4,5,0,4,30,0.61,2,53,2,8.29
4,6,0,4,21,0.81,2,53,2,6.48
4,7,0,2,22,0.5,2,53,2,13.23
4,8,0,1,27,0.81,2,53,2,15.6
4,9,0,2,28,0.99,2,53,2,9.48
4,10,0,3,3,0.93,2,53,2,4.33
4,11,0,5,9,0.53,2,53,2,6.16
4,12,0,4,25,0.98,2,53,2,5.94
4,13,0,2,9,0.51,2,53,2,11.56
4,14,0,2,20,0.62,2,53,2,11.4
4,15,0,4,7,0.8,2,53,2,5.61
4,16,1,3,14,0.7,2,53,2,7.52
4,17,0,2,4,0.66,2,53,2,8.92
4,18,0,2,4,0.59,2,53,2,9.16
4,19,1,2,26,0.72,2,53,2,9.85
4,20,1,2,36,0.8,2,53,2,10.67
4,21,0,4,21,0.69,2,53,2,6.67
4,22,0,2,24,0.68,2,53,2,10.4
4,23,0,4,29,0.9,2,53,2,7.4
4,24,0,1,25,0.99,2,53,2,12.25
4,25,0,1,8,0.5,2,53,2,19.16
4,26,0,3,17,0.86,2,53,2,6.91
4,27,0,3,33,0.8,2,53,2,7.92
4,28,0,2,39,0.83,2,53,2,10.27
4,29,1,4,7,0.93,2,53,2,4.07
4,30,0,4,34,0.55,2,53,2,8.28
4,31,0,5,35,0.8,2,53,2,7.52
4,32,0,3,35,0.74,2,53,2,9.23
4,33,0,5,14,0.92,2,53,2,4.08
4,34,0,5,26,0.62,2,53,2,6.64
4,35,0,3,9,0.86,2,53,2,5.14
4,36,0,2,13,0.6,2,53,2,9.79
4,37,0,1,32,0.85,2,53,2,15.16
4,38,0,5,23,0.8,2,53,2,5.44
4,39,0,3,29,0.61,2,53,2,8.78
4,40,0,3,22,0.94,2,53,2,7.3
4,41,0,2,6,0.73,2,53,2,8.94
4,42,0,4,20,0.95,2,53,2,5.78
4,43,0,3,28,0.68,2,53,2,9.13
4,44,1,1,1,0.61,2,53,2,15.73
4,45,0,1,13,0.93,2,53,2,11.66
4,46,1,3,9,0.74,2,53,2,5.88
4,47,0,1,24,0.97,2,53,2,13.28
4,48,0,1,12,0.63,2,53,2,16.48
4,49,0,2,3,0.65,2,53,2,9.02
5,0,0,4,29,0.59,4,55,3,11.58
5,1,0,5,21,0.58,4,55,3,10.7
5,2,1,3,23,0.53,4,55,3,14.66
5,3,0,5,36,0.57,4,55,3,11.31
5,4,0,3,22,0.53,4,55,3,15.87
5,5,0,4,30,0.61,4,55,3,11.88
5,6,0,4,21,0.81,4,55,3,9.96
5,7,0,2,22,0.5,4,55,3,22.25
5,8,0,1,27,0.81,4,55,3,26.02
5,9,0,2,28,0.99,4,55,3,13.47
5,10,0,3,3,0.93,4,55,3,7.82
5,11,0,5,9,0.53,4,55,3,9.67
5,12,0,4,25,0.98,4,55,3,9.26
5,13,0,2,9,0.51,4,55,3,20.35
5,14,0,2,20,0.62,4,55,3,18.16
5,15,0,4,7,0.8,4,55,3,7.77
5,16,1,3,14,0.7,4,55,3,11.3
5,17,0,2,4,0.66,4,55,3,15.5
5,18,0,2,4,0.59,4,55,3,16.78
5,19,1,2,26,0.72,4,55,3,17.34
5,20,1,2,36,0.8,4,55,3,16.5
5,21,0,4,21,0.69,4,55,3,9.99
5,22,0,2,24,0.68,4,55,3,18.06
5,23,0,4,29,0.9,4,55,3,9.52
5,24,0,1,25,0.99,4,55,3,22.8
5,25,0,1,8,0.5,4,55,3,35.73
5,26,0,3,17,0.86,4,55,3,11.03
5,27,0,3,33,0.8,4,55,3,12.11
5,28,0,2,39,0.83,4,55,3,15.99
5,29,1,4,7,0.93,4,55,3,7.01
5,30,0,4,34,0.55,4,55,3,13.77
5,31,0,5,35,0.8,4,55,3,10.02
5,32,0,3,35,0.74,4,55,3,13.4
5,33,0,5,14,0.92,4,55,3,6.32
5,34,0,5,26,0.62,4,55,3,10.43
5,35,0,3,9,0.86,4,55,3,9.91
5,36,0,2,13,0.6,4,55,3,18.46
5,37,0,1,32,0.85,4,55,3,25.72
5,38,0,5,23,0.8,4,55,3,8.55
5,39,0,3,29,0.61,4,55,3,14.77
5,40,0,3,22,0.94,4,55,3,10.73
5,41,0,2,6,0.73,4,55,3,14.12
5,42,0,4,20,0.95,4,55,3,8.45
5,43,0,3,28,0.68,4,55,3,13.71
5,44,1,1,1,0.61,4,55,3,30.15
5,45,0,1,13,0.93,4,55,3,21.59
5,46,1,3,9,0.74,4,55,3,10.45
5,47,0,1,24,0.97,4,55,3,23.04
5,48,0,1,12,0.63,4,55,3,29.64
5,49,0,2,3,0.65,4,55,3,15.73
6,0,0,4,29,0.59,3,17,3,10.67
6,1,0,5,21,0.58,3,17,3,7.69
6,2,0,3,23,0.53,3,17,3,12.85
6,3,1,5,36,0.57,3,17,3,10.44
6,4,0,3,22,0.53,3,17,3,12.31
6,5,0,4,30,0.61,3,17,3,9.68
6,6,0,4,21,0.81,3,17,3,7.38
6,7,1,2,22,0.5,3,17,3,17.71
6,8,1,1,27,0.81,3,17,3,20.83
6,9,0,2,28,0.99,3,17,3,11.22
6,10,0,3,3,0.93,3,17,3,6.31
6,11,0,5,9,0.53,3,17,3,7.92
6,12,0,4,25,0.98,3,17,3,6.75
6,13,1,2,9,0.51,3,17,3,16.18
6,14,0,2,20,0.62,3,17,3,15.16
6,15,0,4,7,0.8,3,17,3,5.86
6,16,0,3,14,0.7,3,17,3,8.93
6,17,0,2,4,0.66,3,17,3,12.62
6,18,0,2,4,0.59,3,17,3,14.05
6,19,0,2,26,0.72,3,17,3,13.27
6,20,0,2,36,0.8,3,17,3,14.35
6,21,0,4,21,0.69,3,17,3,8.22
6,22,1,2,24,0.68,3,17,3,13.31
6,23,0,4,29,0.9,3,17,3,7.87
6,24,0,1,25,0.99,3,17,3,17.12
6,25,0,1,8,0.5,3,17,3,26.37
6,26,0,3,17,0.86,3,17,3,9.03
6,27,0,3,33,0.8,3,17,3,10.9
6,28,0,2,39,0.83,3,17,3,13.46
6,29,0,4,7,0.93,3,17,3,5.93
6,30,0,4,34,0.55,3,17,3,10.57
6,31,1,5,35,0.8,3,17,3,7.9
6,32,1,3,35,0.74,3,17,3,11.92
6,33,1,5,14,0.92,3,17,3,6.28
6,34,0,5,26,0.62,3,17,3,8.88
6,35,1,3,9,0.86,3,17,3,8.21
6,36,0,2,13,0.6,3,17,3,14.24
6,37,0,1,32,0.85,3,17,3,20.77
6,38,0,5,23,0.8,3,17,3,6.68
6,39,0,3,29,0.61,3,17,3,12.38
6,40,0,3,22,0.94,3,17,3,7.88
6,41,0,2,6,0.73,3,17,3,12.2
6,42,0,4,20,0.95,3,17,3,7.12
6,43,0,3,28,0.68,3,17,3,10.34
6,44,0,1,1,0.61,3,17,3,22.44
6,45,0,1,13,0.93,3,17,3,16.94
6,46,0,3,9,0.74,3,17,3,8.58
6,47,0,1,24,0.97,3,17,3,18.4
6,48,0,1,12,0.63,3,17,3,23.2
6,49,0,2,3,0.65,3,17,3,12.15
7,0,0,4,29,0.59,5,70,2,13.73
7,1,0,5,21,0.58,5,70,2,12.43
7,2,1,3,23,0.53,5,70,2,18.41
7,3,0,5,36,0.57,5,70,2,12.88
7,4,0,3,22,0.53,5,70,2,18.7
7,5,0,4,30,0.61,5,70,2,14.17
7,6,0,4,21,0.81,5,70,2,11.17
7,7,0,2,22,0.5,5,70,2,26.92
7,8,0,1,27,0.81,5,70,2,31.98
7,9,0,2,28,0.99,5,70,2,15.78
7,10,0,3,3,0.93,5,70,2,10.28
7,11,0,5,9,0.53,5,70,2,10.66
7,12,0,4,25,0.98,5,70,2,9.47
7,13,0,2,9,0.51,5,70,2,24.77
7,14,0,2,20,0.62,5,70,2,21.42
7,15,0,4,7,0.8,5,70,2,10.07
7,16,1,3,14,0.7,5,70,2,13.33
7,17,0,2,4,0.66,5,70,2,19.75
7,18,0,2,4,0.59,5,70,2,20.56
7,19,1,2,26,0.72,5,70,2,19.91
7,20,1,2,36,0.8,5,70,2,19.16
7,21,0,4,21,0.69,5,70,2,12.15
7,22,0,2,24,0.68,5,70,2,20.08
7,23,0,4,29,0.9,5,70,2,11.65
7,24,0,1,25,0.99,5,70,2,26.16
7,25,0,1,8,0.5,5,70,2,43.1
7,26,0,3,17,0.86,5,70,2,11.83
7,27,0,3,33,0.8,5,70,2,15.22
7,28,0,2,39,0.83,5,70,2,19.87
7,29,1,4,7,0.93,5,70,2,8.93
7,30,0,4,34,0.55,5,70,2,15.22
7,31,0,5,35,0.8,5,70,2,11.03
7,32,0,3,35,0.74,5,70,2,14.98
7,33,0,5,14,0.92,5,70,2,7.98
7,34,0,5,26,0.62,5,70,2,12.24
7,35,0,3,9,0.86,5,70,2,11.31
7,36,0,2,13,0.6,5,70,2,21.05
7,37,0,1,32,0.85,5,70,2,31.18
7,38,0,5,23,0.8,5,70,2,10.05
7,39,0,3,29,0.61,5,70,2,16.8
7,40,0,3,22,0.94,5,70,2,11.4
7,41,0,2,6,0.73,5,70,2,18.46
7,42,0,4,20,0.95,5,70,2,10.03
7,43,0,3,28,0.68,5,70,2,15.8
7,44,1,1,1,0.61,5,70,2,36.42
7,45,0,1,13,0.93,5,70,2,26.76
7,46,1,3,9,0.74,5,70,2,13.24
7,47,0,1,24,0.97,5,70,2,27.11
7,48,0,1,12,0.63,5,70,2,36.2
7,49,0,2,3,0.65,5,70,2,19.47
8,0,1,4,29,0.59,3,16,1,9.68
8,1,0,5,21,0.58,3,16,1,8.04
8,2,0,3,23,0.53,3,16,1,13.09
8,3,0,5,36,0.57,3,16,1,9.83
8,4,0,3,22,0.53,3,16,1,12.87
8,5,0,4,30,0.61,3,16,1,10.53
8,6,0,4,21,0.81,3,16,1,7.11
8,7,0,2,22,0.5,3,16,1,17.01
8,8,0,1,27,0.81,3,16,1,21.07
8,9,0,2,28,0.99,3,16,1,11.98
8,10,0,3,3,0.93,3,16,1,6.06
8,11,1,5,9,0.53,3,16,1,7.04
8,12,1,4,25,0.98,3,16,1,7.7
8,13,0,2,9,0.51,3,16,1,16.25
8,14,1,2,20,0.62,3,16,1,14.97
8,15,0,4,7,0.8,3,16,1,7.08
8,16,0,3,14,0.7,3,16,1,8.74
8,17,0,2,4,0.66,3,16,1,11.99
8,18,0,2,4,0.59,3,16,1,13.26
8,19,0,2,26,0.72,3,16,1,13.85
8,20,0,2,36,0.8,3,16,1,13.83
8,21,1,4,21,0.69,3,16,1,8.27
8,22,0,2,24,0.68,3,16,1,14.04
8,23,0,4,29,0.9,3,16,1,8.94
8,24,0,1,25,0.99,3,16,1,17.7
8,25,0,1,8,0.5,3,16,1,26.85
8,26,0,3,17,0.86,3,16,1,8.63
8,27,0,3,33,0.8,3,16,1,10.5
8,28,0,2,39,0.83,3,16,1,14.01
8,29,0,4,7,0.93,3,16,1,5.54
8,30,1,4,34,0.55,3,16,1,11.54
8,31,0,5,35,0.8,3,16,1,8.42
8,32,0,3,35,0.74,3,16,1,11.75
8,33,0,5,14,0.92,3,16,1,6.06
8,34,1,5,26,0.62,3,16,1,7.93
8,35,0,3,9,0.86,3,16,1,7.1
8,36,0,2,13,0.6,3,16,1,14.54
8,37,1,1,32,0.85,3,16,1,19.97
8,38,1,5,23,0.8,3,16,1,6.61
8,39,0,3,29,0.61,3,16,1,11.45
8,40,0,3,22,0.94,3,16,1,9.25
8,41,0,2,6,0.73,3,16,1,10.72
8,42,1,4,20,0.95,3,16,1,7.17
8,43,1,3,28,0.68,3,16,1,10.96
8,44,0,1,1,0.61,3,16,1,22.15
8,45,0,1,13,0.93,3,16,1,16.61
8,46,0,3,9,0.74,3,16,1,8.48
8,47,0,1,24,0.97,3,16,1,18.19
8,48,0,1,12,0.63,3,16,1,22.33
8,49,0,2,3,0.65,3,16,1,12.95
9,0,0,4,29,0.59,1,59,2,6.1
9,1,0,5,21,0.58,1,59,2,4.35
9,2,0,3,23,0.53,1,59,2,5.97
9,3,1,5,36,0.57,1,59,2,6.94
9,4,0,3,22,0.53,1,59,2,6.15
9,5,0,4,30,0.61,1,59,2,5.71
9,6,0,4,21,0.81,1,59,2,4.61
9,7,1,2,22,0.5,1,59,2,7.68
9,8,1,1,27,0.81,1,59,2,10.07
9,9,0,2,28,0.99,1,59,2,6.61
9,10,0,3,3,0.93,1,59,2,2.82
9,11,0,5,9,0.53,1,59,2,4.53
9,12,0,4,25,0.98,1,59,2,5.11
9,13,1,2,9,0.51,1,59,2,6.31
9,14,0,2,20,0.62,1,59,2,7.62
9,15,0,4,7,0.8,1,59,2,3.79
9,16,0,3,14,0.7,1,59,2,4.87
9,17,0,2,4,0.66,1,59,2,4.85
9,18,0,2,4,0.59,1,59,2,5.39
9,19,0,2,26,0.72,1,59,2,7.13
9,20,0,2,36,0.8,1,59,2,8.38
9,21,0,4,21,0.69,1,59,2,4.74
9,22,1,2,24,0.68,1,59,2,7.39
9,23,0,4,29,0.9,1,59,2,6.22
9,24,0,1,25,0.99,1,59,2,7.83
9,25,0,1,8,0.5,1,59,2,10.91
9,26,0,3,17,0.86,1,59,2,5.29
9,27,0,3,33,0.8,1,59,2,5.98
9,28,0,2,39,0.83,1,59,2,8.2
9,29,0,4,7,0.93,1,59,2,3.98
9,30,0,4,34,0.55,1,59,2,6.12
9,31,1,5,35,0.8,1,59,2,6.42
9,32,1,3,35,0.74,1,59,2,6.75
9,33,1,5,14,0.92,1,59,2,3.14
9,34,0,5,26,0.62,1,59,2,6.12
9,35,1,3,9,0.86,1,59,2,3.99
9,36,0,2,13,0.6,1,59,2,7.07
9,37,0,1,32,0.85,1,59,2,10.09
9,38,0,5,23,0.8,1,59,2,4.48
9,39,0,3,29,0.61,1,59,2,6.28
9,40,0,3,22,0.94,1,59,2,4.49
9,41,0,2,6,0.73,1,59,2,4.85
9,42,0,4,20,0.95,1,59,2,3.83
9,43,0,3,28,0.68,1,59,2,6.58
9,44,0,1,1,0.61,1,59,2,9.1
9,45,0,1,13,0.93,1,59,2,7.4
9,46,0,3,9,0.74,1,59,2,4.48
9,47,0,1,24,0.97,1,59,2,8.73
9,48,0,1,12,0.63,1,59,2,8.77
9,49,0,2,3,0.65,1,59,2,5.32
10,0,0,4,29,0.59,5,3,3,13.85
10,1,0,5,21,0.58,5,3,3,11.43
10,2,1,3,23,0.53,5,3,3,18.8
10,3,0,5,36,0.57,5,3,3,12.6
10,4,0,3,22,0.53,5,3,3,18.43
10,5,0,4,30,0.61,5,3,3,14.17
10,6,0,4,21,0.81,5,3,3,10.77
10,7,0,2,22,0.5,5,3,3,25.94
10,8,0,1,27,0.81,5,3,3,32.16
10,9,0,2,28,0.99,5,3,3,15.59
10,10,0,3,3,0.93,5,3,3,10.47
10,11,0,5,9,0.53,5,3,3,10.64
10,12,0,4,25,0.98,5,3,3,9.41
10,13,0,2,9,0.51,5,3,3,25.08
10,14,0,2,20,0.62,5,3,3,22.57
10,15,0,4,7,0.8,5,3,3,10.15
10,16,1,3,14,0.7,5,3,3,13.84
10,17,0,2,4,0.66,5,3,3,19.89
10,18,0,2,4,0.59,5,3,3,20.88
10,19,1,2,26,0.72,5,3,3,20.34
10,20,1,2,36,0.8,5,3,3,18.81
10,21,0,4,21,0.69,5,3,3,11.48
10,22,0,2,24,0.68,5,3,3,20.04
10,23,0,4,29,0.9,5,3,3,10.38
10,24,0,1,25,0.99,5,3,3,26.14
10,25,0,1,8,0.5,5,3,3,44.45
10,26,0,3,17,0.86,5,3,3,12.71
10,27,0,3,33,0.8,5,3,3,14.53
10,28,0,2,39,0.83,5,3,3,19.24
10,29,1,4,7,0.93,5,3,3,8.42
10,30,0,4,34,0.55,5,3,3,16.12
10,31,0,5,35,0.8,5,3,3,10.79
10,32,0,3,35,0.74,5,3,3,16.25
10,33,0,5,14,0.92,5,3,3,8.07
10,34,0,5,26,0.62,5,3,3,12.38
10,35,0,3,9,0.86,5,3,3,12.02
10,36,0,2,13,0.6,5,3,3,21.4
10,37,0,1,32,0.85,5,3,3,30.12
10,38,0,5,23,0.8,5,3,3,9.06
10,39,0,3,29,0.61,5,3,3,16.48
10,40,0,3,22,0.94,5,3,3,11.48
10,41,0,2,6,0.73,5,3,3,18.05
10,42,0,4,20,0.95,5,3,3,10.16
10,43,0,3,28,0.68,5,3,3,15.47
10,44,1,1,1,0.61,5,3,3,35.85
10,45,0,1,13,0.93,5,3,3,26.89
10,46,1,3,9,0.74,5,3,3,12.49
10,47,0,1,24,0.97,5,3,3,26.29
10,48,0,1,12,0.63,5,3,3,36.55
10,49,0,2,3,0.65,5,3,3,19.8
11,0,1,4,29,0.59,4,19,2,12.46
11,1,0,5,21,0.58,4,19,2,9.94
11,2,0,3,23,0.53,4,19,2,16.01
11,3,0,5,36,0.57,4,19,2,11.13
11,4,0,3,22,0.53,4,19,2,15.21
11,5,0,4,30,0.61,4,19,2,12.48
11,6,0,4,21,0.81,4,19,2,8.9
11,7,0,2,22,0.5,4,19,2,21.16
11,8,0,1,27,0.81,4,19,2,26.11
11,9,0,2,28,0.99,4,19,2,14.26
11,10,0,3,3,0.93,4,19,2,8.51
11,11,1,5,9,0.53,4,19,2,9.59
11,12,1,4,25,0.98,4,19,2,8.28
11,13,0,2,9,0.51,4,19,2,20.19
11,14,1,2,20,0.62,4,19,2,18.57
11,15,0,4,7,0.8,4,19,2,8.26
11,16,0,3,14,0.7,4,19,2,11.24
11,17,0,2,4,0.66,4,19,2,16.2
11,18,0,2,4,0.59,4,19,2,17.68
11,19,0,2,26,0.72,4,19,2,17.18
11,20,0,2,36,0.8,4,19,2,15.89
11,21,1,4,21,0.69,4,19,2,10.8
11,22,0,2,24,0.68,4,19,2,16.82
11,23,0,4,29,0.9,4,19,2,9.4
11,24,0,1,25,0.99,4,19,2,21.87
11,25,0,1,8,0.5,4,19,2,34.93
11,26,0,3,17,0.86,4,19,2,10.1
11,27,0,3,33,0.8,4,19,2,12.59
11,28,0,2,39,0.83,4,19,2,16.91
